ID,frequency,recency,T
2228,3,19.86,27.57
2229,0,0.0,27.57
2230,0,0.0,27.57
2231,2,26.43,27.57
2232,0,0.0,27.57
2233,1,27.29,27.57
2234,1,21.43,27.57
2235,1,7.71,27.57
2236,0,0.0,27.57
2237,0,0.0,27.57
2238,0,0.0,27.57
2239,2,6.43,27.57
2240,6,27.57,27.57
2241,0,0.0,27.57
2242,0,0.0,27.57
2243,0,0.0,27.57
2244,0,0.0,27.57
2245,0,0.0,27.57
2246,0,0.0,27.57
2247,0,0.0,27.43
2248,0,0.0,27.43
2249,0,0.0,27.43
2250,1,9.71,27.43
2251,0,0.0,27.43
2252,1,8.43,27.43
2253,0,0.0,27.43
2254,1,3.71,27.43
2255,0,0.0,27.43
2256,0,0.0,27.43
2257,0,0.0,27.43
2258,0,0.0,27.43
2259,0,0.0,27.43
2260,1,9.0,27.43
2261,4,23.0,27.43
2262,0,0.0,27.43
2263,0,0.0,27.43
2264,2,27.0,27.43
2265,0,0.0,27.43
2266,0,0.0,27.43
2267,0,0.0,27.43
2268,0,0.0,27.43
2269,0,0.0,27.43
2270,1,16.29,27.43
2271,0,0.0,27.29
2272,0,0.0,27.29
2273,0,0.0,27.29
2274,1,4.86,27.29
2275,0,0.0,27.29
2276,0,0.0,27.29
2277,0,0.0,27.29
2278,1,22.14,27.29
2279,0,0.0,27.29
2280,2,20.71,27.29
2281,0,0.0,27.29
2282,1,0.71,27.29
2283,0,0.0,27.29
2284,0,0.0,27.29
2285,6,13.29,27.29
2286,0,0.0,27.29
2287,0,0.0,27.29
2288,0,0.0,27.29
2289,0,0.0,27.29
2290,1,15.86,27.29
2291,0,0.0,27.29
2292,0,0.0,27.29
2293,2,15.43,27.29
2294,6,21.14,27.29
2295,0,0.0,27.14
2296,1,12.14,27.14
2297,0,0.0,27.14
2298,0,0.0,27.14
2299,0,0.0,27.14
2300,0,0.0,27.14
2301,2,19.0,27.14
2302,0,0.0,27.14
2303,7,23.43,27.14
2304,0,0.0,27.14
2305,1,24.43,27.14
2306,2,8.29,27.14
2307,1,6.14,27.14
2308,1,1.57,27.14
2309,1,0.43,27.14
2310,0,0.0,27.14
2311,0,0.0,27.14
2312,1,25.86,27.14
2313,5,18.0,27.14
2314,0,0.0,27.14
2315,1,7.86,27.14
2316,0,0.0,27.14
2317,0,0.0,27.14
2318,2,13.29,27.14
2319,0,0.0,27.14
2320,0,0.0,27.14
2321,0,0.0,27.14
2322,0,0.0,27.14
2323,0,0.0,27.14
2324,0,0.0,27.14
2325,1,2.57,27.14
2326,0,0.0,27.14
2327,0,0.0,27.14
2328,1,21.43,27.0
2329,0,0.0,27.0
2330,1,13.71,27.0
2331,0,0.0,27.0
2332,5,13.0,27.0
2333,1,20.43,27.0
2334,0,0.0,27.0
2335,1,2.57,27.0
2336,2,6.86,27.0
2337,0,0.0,27.0
2338,0,0.0,27.0
2339,1,11.71,27.0
2340,2,17.57,27.0
2341,0,0.0,27.0
2342,1,6.29,27.0
2343,0,0.0,27.0
2344,2,12.0,27.0
2345,0,0.0,27.0
2346,1,7.57,27.0
2347,2,9.86,27.0
2348,7,24.14,27.0
2349,1,9.29,27.0
2350,2,21.86,27.0
2351,0,0.0,27.0
2352,0,0.0,27.0
2353,0,0.0,27.0
2354,5,24.29,27.0
2355,0,0.0,27.0
2356,4,26.57,27.0
2357,0,0.0,27.0
